English,Maths,Science,SST,Hindi,GK,study_hours,distraction_time,sleep_time,grade,pass_fail
87,63,13,36,53,58,2.4,4.5,7.3,D,Fail
38,76,18,55,89,35,2.2,3.5,5.5,D,Fail
52,56,18,100,77,43,4.4,0.4,5.5,D,Fail
6,41,61,100,1,85,7.8,0.1,5.3,D,Fail
46,12,59,80,63,67,3.9,4.0,9.2,D,Fail
84,85,4,53,52,36,6.9,2.6,9.7,D,Fail
41,54,37,23,8,12,4.8,3.5,8.4,F,Fail
93,46,82,82,9,0,6.6,3.1,9.9,D,Fail
52,3,99,60,84,85,6.0,3.3,9.7,C,Fail
75,29,56,32,36,81,7.7,0.8,7.3,D,Fail
6,18,14,85,31,78,7.6,4.1,4.5,F,Fail
65,88,3,69,56,60,5.3,3.6,8.8,D,Fail
82,6,53,81,57,60,2.2,4.9,9.6,D,Fail
73,52,91,82,43,98,4.2,4.4,5.4,C,Pass
26,80,78,38,85,83,5.4,3.3,9.3,C,Fail
65,40,49,44,19,70,7.6,2.7,4.6,D,Fail
4,83,19,52,39,97,3.6,1.7,5.4,D,Fail
97,34,63,36,44,37,5.4,1.6,4.4,D,Pass
64,72,2,58,99,97,3.9,1.5,4.8,C,Fail
77,73,87,99,23,6,7.5,4.8,5.6,C,Fail
47,24,42,54,33,64,2.2,0.6,6.6,F,Fail
58,60,51,62,25,76,3.7,2.4,5.2,D,Fail
73,100,58,58,95,67,4.5,1.1,5.0,B,Pass
50,89,96,67,25,72,5.6,2.8,4.0,C,Fail
95,92,91,52,87,55,7.1,0.8,9.4,B,Pass
18,65,47,65,72,17,4.0,0.6,8.5,D,Fail
22,32,59,58,97,25,1.5,1.0,4.3,D,Fail
47,81,19,93,34,32,6.0,2.4,6.6,D,Fail
75,89,31,20,4,27,5.6,0.5,6.9,F,Fail
69,82,39,5,13,66,3.0,0.3,7.0,D,Fail
81,94,73,25,28,1,7.4,3.0,7.2,D,Fail
83,56,58,18,53,69,3.0,0.1,6.6,D,Fail
78,10,89,17,64,31,2.1,0.5,9.7,D,Fail
56,32,13,47,36,4,6.7,0.4,6.6,F,Fail
45,97,14,36,26,0,3.2,4.1,6.5,F,Fail
30,37,7,94,36,58,7.7,4.3,4.8,F,Fail
47,10,22,33,32,80,5.5,3.2,6.1,F,Fail
11,28,41,82,56,49,7.7,2.6,7.5,F,Fail
10,32,53,19,4,67,3.4,3.1,6.0,F,Fail
26,3,66,63,90,91,3.0,2.7,7.9,D,Fail
93,78,68,30,42,94,6.2,0.5,9.6,C,Fail
64,76,33,60,35,79,3.9,4.0,7.7,D,Pass
64,75,21,59,53,21,7.2,0.4,8.0,D,Fail
96,68,63,9,66,10,6.0,0.9,8.7,D,Fail
92,89,92,28,77,35,1.2,4.5,4.7,C,Fail
15,55,40,76,7,53,4.8,1.1,9.5,F,Fail
70,29,80,94,64,91,3.3,1.6,4.0,C,Fail
74,79,8,93,75,53,3.4,1.2,6.1,C,Fail
44,64,76,36,98,89,3.9,0.5,5.3,C,Pass
24,49,70,30,31,47,4.0,2.4,6.4,F,Fail
69,88,32,18,14,34,7.1,1.3,7.8,F,Fail
53,35,52,59,97,73,7.9,3.9,4.8,C,Pass
50,98,85,50,86,6,6.7,4.7,6.3,C,Fail
83,46,46,9,25,49,6.0,4.1,8.7,F,Fail
16,38,42,75,40,14,2.7,1.5,4.1,F,Fail
61,81,81,86,70,45,3.1,0.7,4.8,C,Pass
22,31,57,38,81,32,2.8,1.7,4.3,F,Fail
50,91,76,18,2,90,6.6,2.8,5.0,D,Fail
43,51,96,27,83,33,2.8,3.1,8.9,D,Fail
16,83,17,27,27,51,3.8,3.2,4.5,F,Fail
36,81,51,63,61,4,4.9,0.7,8.4,D,Fail
90,2,50,59,65,56,3.6,2.7,6.3,D,Fail
62,50,0,50,3,80,7.8,2.0,6.6,F,Fail
56,38,67,16,14,27,5.4,3.8,5.9,F,Fail
38,16,45,78,52,50,7.0,0.8,6.3,D,Fail
61,11,80,29,82,95,2.6,4.2,6.1,D,Fail
2,7,36,52,54,87,7.7,1.8,4.9,F,Fail
77,45,99,62,78,31,7.1,3.3,8.9,C,Fail
22,2,53,20,79,43,6.9,4.4,6.7,F,Fail
70,51,79,16,65,11,2.4,0.6,5.4,D,Fail
71,55,91,45,71,92,1.6,2.1,5.5,C,Pass
89,85,78,76,21,59,3.6,1.0,6.4,C,Fail
0,0,72,20,77,27,3.4,1.4,9.9,F,Fail
97,87,61,18,1,69,4.4,3.6,7.3,D,Fail
84,61,26,21,2,2,7.5,0.5,9.3,F,Fail
36,93,55,38,19,64,4.2,1.3,6.6,D,Fail
92,2,42,51,40,40,1.3,4.7,5.8,F,Fail
46,27,27,74,93,10,7.6,3.3,5.5,D,Fail
56,52,73,58,34,51,2.9,0.2,4.4,D,Pass
1,27,97,84,69,62,7.6,2.9,6.5,D,Fail
81,61,42,38,4,89,4.2,4.7,8.4,D,Fail
70,2,88,9,50,68,7.7,0.5,9.7,D,Fail
42,82,11,30,80,21,2.0,0.4,6.5,F,Fail
85,48,55,89,30,58,4.6,3.7,7.7,C,Fail
73,4,3,14,1,48,3.2,1.9,7.6,F,Fail
83,23,98,54,53,80,7.5,4.3,8.4,C,Fail
30,19,76,53,8,33,7.1,1.6,7.9,F,Fail
83,5,34,2,20,6,5.2,3.8,7.6,F,Fail
66,4,68,58,8,47,1.3,3.6,4.9,F,Fail
49,23,70,48,7,74,5.9,2.0,8.0,D,Fail
53,76,16,50,1,29,1.1,2.3,6.1,F,Fail
82,78,54,56,77,44,7.1,4.6,7.3,C,Pass
23,34,63,84,87,100,4.7,0.2,7.0,C,Fail
47,10,2,41,17,15,5.4,3.9,4.1,F,Fail
30,27,50,26,8,37,3.4,1.2,4.4,F,Fail
46,89,90,67,50,57,7.1,3.0,4.5,C,Pass
93,77,71,91,94,1,2.2,1.9,9.9,C,Fail
68,56,67,11,73,67,2.9,1.8,4.1,D,Fail
12,56,97,45,19,81,1.7,4.6,8.8,D,Fail
2,43,54,59,2,84,3.0,2.7,5.2,F,Fail
48,43,51,30,71,88,1.8,0.9,7.7,D,Fail
64,84,16,27,81,92,2.2,2.9,5.0,C,Fail
0,59,96,49,7,17,6.8,3.9,5.7,F,Fail
21,9,96,66,80,8,5.7,2.8,5.0,D,Fail
44,90,82,32,63,25,5.4,3.1,8.9,D,Fail
85,91,77,5,10,45,3.9,0.3,6.5,D,Fail
71,44,99,47,3,47,7.1,4.7,8.3,D,Fail
29,28,20,41,90,49,2.6,1.7,6.9,F,Fail
4,94,24,34,64,78,3.7,2.3,4.5,D,Fail
24,99,0,61,8,40,3.8,3.6,4.9,F,Fail
44,51,19,86,11,73,1.0,0.2,8.9,D,Fail
43,28,32,86,99,12,3.2,3.1,8.0,D,Fail
99,17,72,65,99,45,1.1,3.8,9.4,C,Fail
29,21,52,88,45,43,5.5,3.8,4.7,D,Fail
8,21,60,88,84,24,6.1,0.9,8.1,D,Fail
95,71,66,32,99,80,2.3,2.3,7.3,C,Fail
57,43,47,36,24,24,2.7,1.9,10.0,F,Fail
91,62,61,83,27,54,7.9,5.0,8.8,C,Fail
79,37,80,4,83,47,7.9,2.3,4.2,D,Fail
25,42,41,87,94,17,7.7,3.8,7.7,D,Fail
33,88,39,29,69,24,1.1,0.5,5.4,D,Fail
93,87,16,48,49,83,5.9,0.8,9.6,C,Fail
44,16,58,98,94,79,1.0,2.1,4.5,C,Fail
29,2,16,50,23,79,6.7,1.4,9.0,F,Fail
87,70,48,19,76,28,4.1,0.5,4.4,D,Fail
23,79,31,3,61,77,2.9,1.0,7.4,D,Fail
89,25,48,43,21,66,7.3,2.4,7.4,D,Fail
63,29,12,25,31,45,1.4,5.0,9.4,F,Fail
75,86,27,18,47,97,4.0,1.0,5.2,D,Fail
50,83,53,98,16,91,4.9,4.4,6.6,C,Fail
0,13,6,63,71,7,4.8,2.8,7.8,F,Fail
71,68,31,0,65,41,1.8,3.5,9.6,D,Fail
23,18,50,80,1,9,6.2,2.3,4.2,F,Fail
67,58,49,94,35,7,1.1,2.8,5.7,D,Fail
77,7,88,77,86,42,6.0,1.3,6.7,C,Fail
97,55,48,51,10,26,4.0,4.6,4.6,D,Fail
91,83,28,67,78,40,4.0,3.3,9.8,C,Fail
15,21,46,16,0,30,5.9,3.5,6.2,F,Fail
14,24,34,54,62,46,6.1,0.8,9.9,F,Fail
78,68,76,91,73,79,2.5,2.4,6.4,B,Pass
24,60,4,27,80,65,4.4,3.7,4.3,F,Fail
81,13,31,43,69,91,6.5,4.2,7.0,D,Fail
57,3,61,59,94,74,3.3,4.1,4.8,D,Fail
3,43,3,58,11,46,2.2,4.3,5.3,F,Fail
53,57,62,14,36,55,7.9,1.3,7.5,D,Fail
1,12,4,47,32,31,5.4,0.9,8.0,F,Fail
65,99,60,53,96,74,1.2,4.6,9.5,C,Pass
99,35,32,28,94,56,4.7,4.1,8.3,D,Fail
54,51,42,25,1,54,4.2,2.9,7.5,F,Fail
44,14,6,80,82,26,6.9,0.7,6.1,F,Fail
93,77,59,81,85,51,5.4,3.9,6.8,C,Pass
50,42,69,70,8,43,5.0,4.9,6.5,D,Fail
20,66,8,11,71,36,5.1,1.2,6.0,F,Fail
84,62,25,87,45,52,3.9,3.6,9.1,D,Fail
46,60,93,3,1,22,2.6,2.1,8.9,F,Fail
35,99,14,100,66,29,7.7,2.8,6.8,D,Fail
2,8,31,76,44,94,5.0,3.2,9.0,F,Fail
71,29,68,23,73,82,5.2,4.9,8.8,D,Fail
6,61,38,19,55,95,5.5,4.1,4.9,D,Fail
34,4,55,82,6,52,4.2,3.2,5.4,F,Fail
17,5,3,68,13,40,1.0,4.0,5.5,F,Fail
14,79,98,44,83,64,2.6,0.3,8.8,C,Fail
83,19,3,74,14,56,7.3,2.0,7.7,F,Fail
78,5,17,85,48,84,6.4,4.7,9.6,D,Fail
94,27,87,35,23,32,2.1,4.5,5.0,D,Fail
42,72,49,12,70,34,3.5,0.5,7.4,D,Fail
96,84,52,85,38,18,6.2,3.8,7.6,C,Fail
75,5,81,6,82,14,2.7,4.5,8.2,F,Fail
3,73,39,64,34,87,7.9,3.9,9.0,D,Fail
19,31,94,96,35,17,5.7,3.0,5.8,D,Fail
41,94,70,78,3,45,6.6,1.8,8.2,D,Fail
22,54,97,14,50,49,3.6,1.3,6.1,D,Fail
71,92,12,37,35,36,3.5,3.4,9.8,D,Fail
94,18,36,88,100,64,2.3,4.4,7.6,C,Fail
61,52,66,49,68,28,2.5,1.3,6.8,D,Fail
39,63,29,28,28,18,4.0,2.1,6.6,F,Fail
39,8,76,30,77,94,3.4,2.1,8.2,D,Fail
20,53,88,36,39,19,7.4,2.6,4.2,F,Fail
55,89,16,41,70,27,3.6,2.3,5.6,D,Fail
73,51,16,37,0,74,5.1,1.3,9.2,F,Fail
68,41,25,48,70,90,7.4,2.5,8.3,D,Fail
59,36,46,28,97,62,1.9,2.2,8.1,D,Fail
8,56,55,19,1,0,5.5,3.0,6.1,F,Fail
23,51,85,19,10,72,7.6,3.9,5.8,F,Fail
24,62,46,14,53,81,7.2,1.2,5.4,D,Fail
1,19,15,66,29,86,4.5,2.7,9.0,F,Fail
2,76,50,45,39,28,1.1,1.6,4.4,F,Fail
100,68,84,65,22,74,2.9,3.3,6.6,C,Fail
50,43,69,79,54,65,1.5,2.4,9.4,C,Pass
37,27,56,40,72,88,4.4,0.8,6.8,D,Fail
68,62,80,25,25,72,5.2,4.4,9.9,D,Fail
73,69,3,0,5,55,6.2,0.2,8.7,F,Fail
87,41,8,80,58,37,3.2,1.9,5.6,D,Fail
44,32,19,33,66,83,1.3,2.1,8.2,D,Fail
38,84,43,0,96,49,2.6,1.0,9.7,D,Fail
77,7,47,95,40,35,4.9,3.3,7.1,D,Fail
77,42,99,27,91,84,5.4,3.1,4.4,C,Fail
37,33,64,19,25,26,2.5,4.2,5.4,F,Fail
67,92,100,99,66,65,7.0,0.5,4.8,B,Pass
43,50,64,85,24,60,5.2,1.3,6.4,D,Fail
37,68,36,74,75,33,4.9,2.3,5.4,D,Pass
15,87,30,13,46,31,1.8,3.5,5.7,F,Fail
55,35,41,81,18,6,7.7,0.1,4.9,F,Fail
28,66,33,33,94,85,2.7,1.5,5.4,D,Fail
98,16,97,25,9,38,2.1,0.3,5.4,D,Fail
90,10,15,93,21,61,1.0,2.2,7.7,D,Fail
7,14,76,99,77,46,1.7,2.9,4.1,D,Fail
17,31,98,83,41,95,6.4,0.2,7.2,C,Fail
91,26,16,45,78,77,6.2,3.0,8.7,D,Fail
25,23,59,57,62,97,7.3,0.8,4.3,D,Fail
57,37,48,42,58,82,3.1,3.3,4.2,D,Pass
20,13,94,7,6,99,2.7,3.6,7.3,F,Fail
65,17,78,15,11,59,1.8,3.1,7.3,F,Fail
21,3,75,20,90,22,2.1,4.6,8.7,F,Fail
16,53,81,90,6,40,7.0,1.0,8.1,D,Fail
98,32,25,87,23,30,1.8,0.5,6.2,D,Fail
24,15,5,86,68,16,3.3,4.6,8.5,F,Fail
17,100,44,23,54,31,2.0,2.5,6.2,F,Fail
61,13,31,8,99,48,4.4,3.5,7.6,F,Fail
29,7,89,78,9,35,6.1,4.7,8.7,F,Fail
73,86,73,32,30,76,4.5,2.9,4.1,C,Fail
21,6,5,40,79,11,6.7,3.6,6.9,F,Fail
42,73,7,72,12,55,5.2,0.4,4.9,F,Fail
96,86,13,82,32,86,5.5,3.9,4.4,C,Fail
45,81,15,57,13,84,7.2,0.9,7.5,D,Fail
29,43,8,91,81,10,3.9,3.7,6.1,F,Fail
28,89,62,40,75,92,1.4,4.6,6.2,C,Fail
30,91,24,48,69,63,2.7,0.5,4.7,D,Fail
46,59,16,89,16,70,7.5,2.5,7.0,D,Fail
77,2,58,79,68,47,1.3,2.8,9.6,D,Fail
81,75,84,6,16,8,7.6,3.5,5.9,D,Fail
6,16,40,63,82,56,2.3,1.5,9.2,F,Fail
90,86,9,53,65,43,4.0,4.8,4.8,D,Fail
79,88,44,9,8,95,3.0,4.8,9.0,D,Fail
97,92,83,22,36,71,5.8,0.6,6.5,C,Fail
34,21,46,35,14,95,6.2,1.2,9.0,F,Fail
99,88,73,77,25,82,7.9,2.7,5.1,C,Fail
81,1,77,19,57,19,5.1,1.6,5.5,F,Fail
96,18,94,51,43,85,2.2,1.5,5.6,C,Fail
12,92,20,41,96,95,4.5,3.1,8.0,D,Fail
51,21,100,97,16,96,7.9,3.0,7.7,C,Fail
88,50,29,40,32,49,3.5,1.7,7.2,D,Fail
65,42,77,12,0,31,3.4,4.4,9.7,F,Fail
16,62,53,22,70,49,3.3,0.7,5.7,D,Fail
52,68,82,1,42,86,3.4,2.1,8.2,D,Fail
19,13,98,13,48,2,5.4,2.7,5.8,F,Fail
9,90,18,52,75,48,6.9,4.0,8.4,D,Fail
46,81,20,7,18,29,7.2,2.4,4.0,F,Fail
77,96,72,86,44,63,3.0,2.5,7.6,C,Pass
57,30,89,99,58,99,6.7,1.3,8.5,C,Fail
67,31,40,97,54,68,4.5,0.5,9.1,D,Fail
11,98,36,97,54,44,5.2,0.2,9.5,D,Fail
39,51,10,95,49,49,3.1,1.8,8.5,D,Fail
53,5,49,81,84,2,2.7,4.0,8.5,D,Fail
70,62,18,0,32,32,2.1,2.8,6.5,F,Fail
27,61,46,16,73,71,4.8,1.5,7.7,D,Fail
68,77,44,32,37,62,2.0,3.5,6.2,D,Fail
69,98,38,15,30,48,6.2,2.3,9.3,D,Fail
83,86,83,95,45,88,5.6,1.4,6.1,B,Pass
63,93,2,23,75,30,6.4,0.4,7.4,D,Fail
20,20,59,92,64,20,7.5,1.7,8.5,D,Fail
54,84,45,61,69,53,7.4,1.5,4.1,C,Pass
52,94,43,86,95,35,5.4,0.4,5.5,C,Pass
74,54,22,43,99,27,4.3,4.9,7.0,D,Fail
42,76,12,71,42,12,3.2,1.7,4.0,F,Fail
25,93,85,49,48,73,2.8,3.5,6.1,C,Fail
54,6,42,41,57,11,6.9,2.8,5.0,F,Fail
61,30,76,71,36,23,3.7,4.3,9.9,D,Fail
39,57,96,44,52,26,5.6,1.4,6.3,D,Fail
47,59,77,100,69,50,6.1,2.3,7.3,C,Pass
69,55,64,59,47,71,7.3,2.6,4.2,C,Pass
96,32,41,53,38,63,1.7,1.9,6.4,D,Fail
46,64,99,41,54,58,6.5,3.3,5.2,C,Pass
10,35,55,41,98,12,1.9,1.8,6.6,F,Fail
75,20,11,61,91,92,3.9,1.3,7.3,D,Fail
23,41,48,81,89,19,5.1,3.1,5.6,D,Fail
35,47,94,7,72,81,4.8,0.8,5.2,D,Fail
78,54,76,86,92,60,2.8,1.3,5.0,C,Pass
13,95,72,53,69,50,5.3,2.0,6.3,D,Fail
11,84,2,66,37,85,4.3,4.8,4.6,D,Fail
19,44,12,94,1,93,5.4,0.2,9.8,F,Fail
48,43,100,57,50,16,3.8,4.3,7.8,D,Fail
71,89,42,83,41,50,7.1,1.5,5.7,C,Pass
96,16,50,8,83,7,2.9,3.3,6.1,F,Fail
8,74,4,71,63,51,6.8,4.7,7.3,D,Fail
5,87,20,35,17,0,3.2,3.6,7.3,F,Fail
5,57,44,71,88,82,2.7,3.1,4.3,D,Fail
91,61,30,64,60,9,7.5,4.5,4.8,D,Fail
64,76,13,22,27,92,4.7,2.7,8.9,D,Fail
96,87,11,91,34,73,4.8,0.0,9.9,C,Fail
40,63,17,69,10,64,6.1,3.1,8.6,F,Fail
74,54,26,11,46,33,4.0,1.6,7.8,F,Fail
31,5,64,58,49,67,4.1,3.0,5.2,D,Fail
32,57,2,78,26,82,6.0,3.4,7.4,D,Fail
16,76,51,47,57,75,5.4,5.0,7.3,D,Fail
10,85,7,47,31,28,7.2,1.9,9.5,F,Fail
48,12,88,41,9,25,7.0,2.0,7.9,F,Fail
42,51,57,88,75,99,2.6,3.9,7.9,C,Pass
32,45,80,58,99,93,5.2,1.6,6.5,C,Fail
84,21,16,2,31,32,7.9,0.1,8.3,F,Fail
95,40,83,72,60,14,1.3,1.7,9.5,C,Fail
77,33,58,55,85,12,4.7,3.1,5.8,D,Fail
61,6,43,5,98,61,2.4,2.0,9.4,D,Fail
48,23,76,11,56,28,7.9,1.6,8.4,F,Fail
39,46,8,15,12,53,6.0,0.8,5.7,F,Fail
94,46,100,32,83,25,3.6,1.1,4.6,C,Fail
80,42,71,22,46,43,6.1,1.0,8.2,D,Fail
78,81,88,12,87,80,7.5,4.9,5.7,C,Fail
17,63,8,73,24,0,2.2,4.3,7.0,F,Fail
21,87,64,10,25,89,5.4,1.5,9.6,D,Fail
48,16,56,13,82,7,2.8,0.9,4.8,F,Fail
12,68,81,0,100,20,1.3,0.7,5.2,D,Fail
83,30,12,13,75,56,6.6,4.7,7.0,F,Fail
93,26,99,69,59,69,5.7,4.0,6.2,C,Fail
20,13,2,62,42,98,2.5,4.7,7.9,F,Fail
19,90,68,44,54,58,3.7,0.2,9.0,D,Fail
5,68,21,64,83,87,1.1,3.6,9.7,D,Fail
23,71,97,85,38,54,4.8,2.3,8.4,C,Fail
76,18,57,25,80,100,2.8,1.3,6.0,D,Fail
13,7,88,14,44,100,7.1,1.6,5.9,F,Fail
78,90,94,49,79,95,7.6,1.4,7.8,B,Pass
48,82,93,75,68,27,4.7,3.1,6.7,C,Fail
68,53,100,79,72,96,4.9,3.3,6.3,B,Pass
8,17,84,43,77,69,1.1,1.6,7.1,D,Fail
19,92,35,79,3,77,6.5,2.9,9.4,D,Fail
95,52,9,28,75,8,1.0,4.9,4.2,F,Fail
17,100,71,10,68,20,7.3,4.0,9.8,D,Fail
1,3,89,11,82,82,7.4,1.0,9.4,F,Fail
33,58,71,5,31,27,3.1,3.8,6.0,F,Fail
83,87,26,52,10,86,6.4,1.9,7.5,D,Fail
46,36,25,86,42,60,4.7,1.0,5.7,D,Fail
24,32,63,70,15,48,3.2,3.9,9.7,F,Fail
9,71,54,95,27,8,4.3,3.9,5.4,F,Fail
98,56,30,74,42,73,1.6,2.2,7.4,C,Fail
100,70,83,83,71,16,3.5,2.1,5.1,C,Fail
1,100,41,62,10,83,4.7,4.9,7.7,D,Fail
28,33,68,94,89,100,4.0,3.8,8.9,C,Fail
59,54,51,24,65,27,1.4,4.3,5.6,D,Fail
34,54,99,64,77,13,2.9,3.5,9.8,D,Fail
76,58,50,50,18,61,5.9,1.3,6.6,D,Fail
47,40,16,86,90,72,1.6,1.4,7.4,D,Fail
55,75,77,14,94,4,2.8,0.5,6.4,D,Fail
14,37,27,48,86,46,5.3,0.8,8.5,F,Fail
82,31,0,15,10,94,1.2,0.2,9.8,F,Fail
55,59,88,97,16,32,4.6,3.5,9.1,D,Fail
86,92,33,82,11,3,1.1,4.3,5.6,D,Fail
33,32,30,55,61,30,1.2,2.8,4.4,F,Fail
8,7,35,92,98,68,7.1,4.4,6.3,D,Fail
10,7,67,17,83,2,5.7,4.1,8.5,F,Fail
54,69,99,83,31,5,4.2,4.7,6.9,D,Fail
83,15,84,13,61,17,2.9,2.9,5.5,D,Fail
58,8,41,17,45,81,7.6,1.0,6.6,F,Fail
40,86,61,19,22,49,2.6,3.0,5.1,D,Fail
35,100,2,60,53,35,6.8,3.1,4.2,D,Fail
96,25,7,72,21,68,7.4,1.4,8.7,D,Fail
16,29,72,3,75,34,6.7,4.0,9.1,F,Fail
61,57,43,57,52,71,3.1,2.2,4.6,D,Pass
19,63,83,90,26,6,2.0,3.4,7.0,D,Fail
99,65,0,6,23,11,1.9,3.8,5.5,F,Fail
23,37,70,9,29,87,1.3,0.7,7.8,F,Fail
7,16,47,63,60,12,4.9,2.7,6.8,F,Fail
83,22,84,94,15,12,1.9,1.7,5.2,D,Fail
37,19,24,51,82,90,2.7,2.5,6.7,D,Fail
80,6,59,60,79,26,6.8,0.5,9.0,D,Fail
59,52,35,79,23,34,1.0,3.2,8.4,D,Fail
46,97,95,88,58,60,2.2,0.3,6.2,C,Pass
93,89,14,35,56,75,3.0,3.0,5.5,C,Fail
66,100,95,89,3,64,5.3,4.9,5.3,C,Fail
8,7,57,62,60,14,2.4,4.8,9.4,F,Fail
24,21,97,21,93,73,1.3,0.0,7.1,D,Fail
12,88,26,46,90,20,3.3,3.2,4.3,D,Fail
99,64,10,68,33,100,6.3,0.3,7.6,C,Fail
12,8,4,37,95,93,3.2,3.6,4.5,F,Fail
42,69,40,43,28,67,3.0,0.3,6.5,D,Fail
61,16,97,18,28,85,6.9,4.3,8.9,D,Fail
58,53,7,92,9,20,5.7,4.0,7.5,F,Fail
19,70,70,95,95,21,4.6,3.1,8.7,C,Fail
11,27,18,42,80,98,4.0,4.9,4.9,D,Fail
98,41,90,44,29,38,5.7,4.0,5.2,D,Fail
84,89,87,53,85,36,5.6,3.2,6.1,C,Pass
68,87,98,85,32,16,1.3,2.8,9.0,C,Fail
5,66,10,59,9,74,5.3,4.9,5.3,F,Fail
99,14,86,84,38,4,2.8,0.1,5.1,D,Fail
37,51,14,18,34,81,4.1,1.3,6.4,F,Fail
19,100,74,8,4,10,6.2,4.6,9.8,F,Fail
19,20,50,29,47,0,2.3,1.4,5.6,F,Fail
20,79,11,99,36,90,4.4,3.7,5.9,D,Fail
83,27,3,11,66,36,6.2,4.8,5.9,F,Fail
95,66,81,49,77,24,6.4,2.5,5.6,C,Fail
47,53,40,0,20,77,7.0,4.2,7.8,F,Fail
14,41,19,15,6,92,2.9,3.8,8.3,F,Fail
94,17,63,24,74,25,2.9,3.8,7.0,D,Fail
95,26,48,89,72,46,5.7,0.8,9.4,C,Fail
17,35,87,97,41,10,4.2,3.9,7.9,D,Fail
69,73,29,54,27,92,2.6,3.3,8.6,D,Fail
51,33,31,43,3,47,3.1,4.0,7.9,F,Fail
14,93,55,90,15,0,7.2,3.9,9.3,F,Fail
47,67,13,79,14,97,5.5,0.5,4.1,D,Fail
16,7,1,55,64,54,6.1,2.8,9.0,F,Fail
72,35,8,13,73,21,3.0,1.3,5.6,F,Fail
64,27,85,31,51,10,3.9,2.2,7.1,F,Fail
40,66,43,59,97,94,2.9,4.4,6.8,C,Pass
79,12,32,6,29,10,2.3,1.6,7.2,F,Fail
34,46,11,36,43,21,6.4,4.6,9.5,F,Fail
87,79,75,54,49,31,4.5,3.1,9.1,C,Fail
80,84,64,24,30,83,7.8,0.6,9.6,C,Fail
17,67,90,32,69,6,4.5,4.0,7.1,D,Fail
33,97,94,94,51,10,4.6,4.9,9.2,C,Fail
14,27,83,13,89,57,3.9,3.3,6.4,D,Fail
33,57,97,72,60,53,3.6,3.9,8.3,C,Pass
79,58,57,23,14,21,4.9,1.0,5.5,F,Fail
82,54,4,40,56,52,2.4,2.3,9.0,D,Fail
3,14,80,11,0,76,4.3,0.8,8.5,F,Fail
1,5,74,89,91,76,7.4,1.5,5.0,D,Fail
27,11,95,51,76,86,7.2,4.2,7.7,D,Fail
61,41,66,8,63,14,2.4,0.7,5.6,F,Fail
21,53,57,78,52,98,2.1,0.6,4.5,D,Fail
12,63,55,71,41,65,6.0,1.5,6.9,D,Fail
22,35,8,84,41,99,6.8,3.5,9.0,D,Fail
68,12,9,58,1,79,1.2,1.8,5.3,F,Fail
27,4,75,29,80,18,4.3,4.8,7.1,F,Fail
38,55,37,14,45,36,6.4,4.8,9.8,F,Fail
30,29,65,6,29,32,5.9,3.8,9.1,F,Fail
8,85,31,29,5,60,4.7,2.6,7.0,F,Fail
19,29,17,62,60,56,3.5,4.2,5.6,F,Fail
97,60,81,77,67,6,7.6,3.6,6.5,C,Fail
9,8,38,2,98,68,3.4,1.7,6.3,F,Fail
16,77,98,63,64,85,7.7,1.5,7.8,C,Fail
43,63,36,2,13,6,6.0,3.8,4.8,F,Fail
38,4,78,51,25,38,3.5,1.0,4.4,F,Fail
31,100,3,80,83,45,2.6,1.6,9.8,D,Fail
55,46,37,17,1,53,5.0,4.4,4.6,F,Fail
6,78,56,29,92,43,2.1,1.7,6.6,D,Fail
89,35,98,47,18,62,4.6,4.2,5.2,D,Fail
94,34,85,20,91,16,5.0,1.4,7.0,D,Fail
62,69,96,95,80,3,3.6,2.2,8.1,C,Fail
84,83,97,86,15,5,4.3,1.5,6.8,C,Fail
35,28,3,39,40,21,6.7,2.9,8.3,F,Fail
22,3,67,17,0,31,6.5,4.0,5.4,F,Fail
92,40,95,58,3,12,5.3,2.2,10.0,D,Fail
64,48,48,13,36,29,1.8,1.5,6.1,F,Fail
61,2,69,38,18,97,4.7,1.4,5.9,D,Fail
46,88,22,58,89,82,5.4,3.7,8.2,C,Fail
47,74,88,0,31,96,6.9,1.3,7.5,D,Fail
45,23,68,85,35,66,3.6,1.8,8.1,D,Fail
45,69,88,22,11,27,5.1,4.1,4.9,F,Fail
88,33,93,100,17,34,5.2,0.3,5.1,C,Fail
85,95,90,79,89,38,6.9,1.1,4.1,B,Pass
16,44,1,1,87,54,2.2,2.9,9.3,F,Fail
11,53,91,59,28,60,7.8,2.8,7.3,D,Fail
75,73,23,16,95,55,7.8,4.8,5.8,D,Fail
74,96,49,14,30,12,7.9,0.8,8.6,D,Fail
21,27,79,32,44,47,1.1,0.7,7.4,F,Fail
61,92,71,2,76,83,3.0,4.1,6.3,C,Fail
47,80,13,52,89,93,2.5,2.2,9.7,C,Fail
82,43,24,96,41,20,1.9,0.3,8.1,D,Fail
31,90,16,3,38,14,4.1,0.3,9.8,F,Fail
1,83,89,65,47,63,7.4,0.3,4.4,D,Fail
3,80,32,22,52,12,3.2,3.1,8.7,F,Fail
41,94,99,88,39,93,7.9,4.0,8.3,B,Pass
69,41,36,71,0,76,6.7,3.8,6.3,D,Fail
57,27,56,86,70,87,2.0,4.3,5.9,C,Fail
60,42,18,85,99,0,5.6,0.6,5.9,D,Fail
42,69,88,38,22,0,7.4,4.6,5.1,F,Fail
0,39,20,42,9,65,6.1,2.5,4.0,F,Fail
